benchmark,time,ext
sjeng,359.444127,re-randomized
sjeng,359.083475,re-randomized
sjeng,360.449009,re-randomized
sjeng,359.804869,re-randomized
sjeng,359.29321,re-randomized
sjeng,358.398035,re-randomized
sjeng,359.377221,re-randomized
sjeng,358.939399,re-randomized
sjeng,359.519023,re-randomized
sjeng,358.358099,re-randomized
sjeng,359.034391,re-randomized
sphinx3,20.096181,re-randomized
sphinx3,20.104351,re-randomized
sphinx3,20.094519,re-randomized
sphinx3,20.175454,re-randomized
sphinx3,20.004005,re-randomized
sphinx3,20.195808,re-randomized
sphinx3,20.190858,re-randomized
sphinx3,19.976169,re-randomized
sphinx3,19.895787,re-randomized
sphinx3,20.091741,re-randomized
sphinx3,20.033075,re-randomized
sphinx3,20.053263,re-randomized
sphinx3,19.821543,re-randomized
sphinx3,20.129975,re-randomized
sphinx3,20.002874,re-randomized
sphinx3,19.94414,re-randomized
sphinx3,20.219532,re-randomized
sphinx3,20.091233,re-randomized
sphinx3,20.22447,re-randomized
sphinx3,20.14384,re-randomized
sphinx3,20.052545,re-randomized
sphinx3,19.844934,re-randomized
sphinx3,20.005174,re-randomized
sphinx3,19.977894,re-randomized
sphinx3,20.024842,re-randomized
sphinx3,20.132502,re-randomized
sphinx3,20.020751,re-randomized
sphinx3,19.910648,re-randomized
sphinx3,19.969245,re-randomized
sphinx3,19.922366,re-randomized
wrf,174.957297,re-randomized
wrf,175.458893,re-randomized
wrf,174.973845,re-randomized
wrf,174.629511,re-randomized
wrf,175.113161,re-randomized
wrf,174.844602,re-randomized
wrf,174.959448,re-randomized
wrf,175.046966,re-randomized
wrf,175.182568,re-randomized
wrf,175.20652,re-randomized
wrf,174.898511,re-randomized
wrf,175.250903,re-randomized
wrf,175.06281,re-randomized
wrf,175.046639,re-randomized
wrf,174.955324,re-randomized
wrf,175.035381,re-randomized
wrf,175.151747,re-randomized
wrf,174.82495,re-randomized
wrf,175.027469,re-randomized
wrf,175.448917,re-randomized
wrf,174.870317,re-randomized
wrf,174.993135,re-randomized
wrf,175.033415,re-randomized
wrf,174.856969,re-randomized
wrf,174.894951,re-randomized
wrf,175.266867,re-randomized
wrf,174.992759,re-randomized
wrf,175.157216,re-randomized
wrf,174.871168,re-randomized
wrf,174.710798,re-randomized
zeusmp,71.368747,re-randomized
zeusmp,71.368033,re-randomized
zeusmp,71.414643,re-randomized
zeusmp,71.496209,re-randomized
zeusmp,71.656664,re-randomized
zeusmp,71.139293,re-randomized
zeusmp,71.273369,re-randomized
zeusmp,71.299008,re-randomized
zeusmp,71.361914,re-randomized
zeusmp,71.342465,re-randomized
zeusmp,71.548911,re-randomized
zeusmp,71.442778,re-randomized
zeusmp,71.56551,re-randomized
zeusmp,71.393085,re-randomized
zeusmp,71.348399,re-randomized
zeusmp,71.397389,re-randomized
zeusmp,71.303028,re-randomized
zeusmp,71.451732,re-randomized
zeusmp,71.360192,re-randomized
zeusmp,71.49823,re-randomized
zeusmp,71.394532,re-randomized
zeusmp,71.330396,re-randomized
zeusmp,71.236727,re-randomized
zeusmp,71.307825,re-randomized
zeusmp,71.336004,re-randomized
zeusmp,71.377061,re-randomized
zeusmp,71.368249,re-randomized
zeusmp,71.424267,re-randomized
zeusmp,71.440099,re-randomized
zeusmp,71.279104,re-randomized
